rgn_id,product,year,tonnes,usd
5,ornamentals,1984,3,23
5,ornamentals,1985,1.5,11.5
5,ornamentals,1986,2,22.666666666666668
5,ornamentals,1987,2.75,32.5
5,ornamentals,1988,2,26.75
5,ornamentals,1989,2,26.75
5,ornamentals,1990,1.25,15.5
5,ornamentals,1991,0,0
5,ornamentals,1992,0,0
5,ornamentals,1993,0,0
5,ornamentals,1994,0,0
5,ornamentals,1995,0,0
5,ornamentals,1996,0,0
5,ornamentals,1997,1,32.75
5,ornamentals,1998,2.25,60.5
5,ornamentals,1999,2.5,65.5
5,ornamentals,2000,4.25,89.5
5,ornamentals,2001,5,84.75
5,ornamentals,2002,4.75,78.75
5,ornamentals,2003,5.75,100
5,ornamentals,2004,5.25,106
5,ornamentals,2005,4.5,104.5
5,ornamentals,2006,4.25,108
5,ornamentals,2007,4,110
5,ornamentals,2008,3.75,115.25
5,ornamentals,2009,3.5,121.75
5,ornamentals,2010,4.25,142
5,ornamentals,2011,4.75,144.75
5,ornamentals,2012,8,184.25
5,ornamentals,2013,11,238.25
5,ornamentals,2014,13.25,284.5
5,ornamentals,2015,15.275,348
5,ornamentals,2016,14.3,346.75
5,ornamentals,2017,11.55,308.25
5,ornamentals,2018,8.55,270.75
5,ornamentals,2019,5.7524999999999995,218.765
5,ornamentals,2020,2.725,173.95
5,ornamentals,2021,1.9075,171.785
5,ornamentals,2022,1.3725,157.32
5,ornamentals,2023,0.78,145.1325
6,ornamentals,2003,98.58108104493755,366
6,ornamentals,2004,116.53927574823084,420.5
6,ornamentals,2005,128.07142372146174,501
6,ornamentals,2006,96.0535677910963,375.75
6,ornamentals,2007,71.40829752986193,284.25
6,ornamentals,2008,37.78392991698089,165.5
6,ornamentals,2009,0,0
6,ornamentals,2010,0,0
6,ornamentals,2011,0,0
6,ornamentals,2012,3.673414941041983,34.25
6,ornamentals,2013,9.035668043225883,86.25
6,ornamentals,2014,21.692474440432193,206.25
6,ornamentals,2015,26.165366971946014,255.75
6,ornamentals,2016,24.051976270374325,247.75
6,ornamentals,2017,22.35692251909211,243
6,ornamentals,2018,10.200116121885799,125.5
6,ornamentals,2019,5.7272235903719775,76
6,ornamentals,2020,4.167199350901683,49.75
6,ornamentals,2021,0.5025,2.585
6,ornamentals,2022,0.0025,0.0975
6,ornamentals,2023,0.0025,0.14
7,fish_oil,2019,36.04,38.18
7,fish_oil,2020,55.81,67.705
7,fish_oil,2021,69.67666666666666,78.04666666666667
7,fish_oil,2022,61.9375,70.735
7,fish_oil,2023,77.1475,126.49
7,ornamentals,1996,14.740358985259093,50
7,ornamentals,1997,10.948254172901514,36
7,ornamentals,1998,10.9003342278439,36
7,ornamentals,1999,11.72160005555235,39.25
7,ornamentals,2000,8.483319294667503,27.5
7,ornamentals,2001,19.8874757826879,70.5
7,ornamentals,2002,27.436352198255733,72.25
7,ornamentals,2003,37.39000281358631,73.75
7,ornamentals,2004,56.94319382815638,89.5
7,ornamentals,2005,69.25,59.25
7,ornamentals,2006,94.75,72.5
7,ornamentals,2007,106.25,85.25
7,ornamentals,2008,103.5,85.75
7,ornamentals,2009,90,76
7,ornamentals,2010,64.75,61
7,ornamentals,2011,39.75,34.5
7,ornamentals,2012,22.5,17.5
7,ornamentals,2013,10.5,9
7,ornamentals,2014,0,0
7,ornamentals,2015,0,0
7,ornamentals,2016,0,0
7,ornamentals,2017,0,0
7,ornamentals,2018,0,0
7,ornamentals,2019,0,0
7,ornamentals,2020,0,0
7,ornamentals,2021,0,0
7,ornamentals,2022,0,0
7,ornamentals,2023,0,0
7,seaweeds,2004,168,148
7,seaweeds,2005,265,215
7,seaweeds,2006,225.66666666666666,178.66666666666666
7,seaweeds,2007,195.5,157.5
7,seaweeds,2008,166,135.5
7,seaweeds,2009,113,107.5
7,seaweeds,2010,162.25,221
7,seaweeds,2011,311.5,226.5
7,seaweeds,2012,472.5,458.75
7,seaweeds,2013,624.5,855.25
7,seaweeds,2014,749,1045.5
7,seaweeds,2015,689.75,1267
7,seaweeds,2016,615.5,1147.75
7,seaweeds,2017,448,803.5
7,seaweeds,2018,283.5,547.75
7,seaweeds,2019,214,374.75
7,seaweeds,2020,148.965,287.2
7,seaweeds,2021,169.34,224.8325
7,seaweeds,2022,173.5025,190.9875
7,seaweeds,2023,217.725,179.69
8,ornamentals,1995,0,19
8,ornamentals,1996,0,10
8,ornamentals,1997,0,6.666666666666667
8,ornamentals,1998,0,5.75
8,ornamentals,1999,0,1
8,ornamentals,2000,0,0.75
8,ornamentals,2001,0,0.75
8,ornamentals,2002,0.6372074937028458,14.25
8,ornamentals,2003,3.371118131943632,40.5
8,ornamentals,2004,5.283816460354984,63
8,ornamentals,2005,5.773192940734049,78.5
8,ornamentals,2006,5.637839747400079,80.5
8,ornamentals,2007,3.325628992871401,70.75
8,ornamentals,2008,1.412930664460049,48.25
8,ornamentals,2009,0.9235541840809844,32.75
