"rgn_id","rgn_type","type_w_ant","rgn_ant_id","rgn_name","mean","year"
1,"eez","eez",1,"Cocos Islands",NA,"2012"
2,"eez","eez",2,"Christmas Island",NA,"2012"
3,"eez","eez",3,"Norfolk Island",NA,"2012"
4,"eez","eez",4,"Macquarie Island",NA,"2012"
5,"eez","eez",5,"New Caledonia",0.0011536256240277,"2012"
6,"eez","eez",6,"Vanuatu",0.00202004205357362,"2012"
7,"eez","eez",7,"Solomon Islands",0.000441675611748347,"2012"
8,"eez","eez",8,"Palau",5.21196307131803e-05,"2012"
9,"eez","eez",9,"Micronesia",0.00168982273719797,"2012"
10,"eez","eez",10,"Nauru",3.39529882313474e-06,"2012"
11,"eez","eez",11,"Marshall Islands",NA,"2012"
12,"eez","eez",12,"Wake Island",NA,"2012"
13,"eez","eez",13,"Northern Mariana Islands and Guam",0.000143804612762163,"2012"
14,"eez","eez",14,"Taiwan",0.0504610309820129,"2012"
15,"eez","eez",15,"Philippines",0.0172057385862031,"2012"
16,"eez","eez",16,"Australia",0.0133104578693172,"2012"
17,"eez","eez",17,"Papua New Guinea",0.00285781590763395,"2012"
18,"eez","eez",18,"Fiji",0.010629663347444,"2012"
19,"eez","eez",19,"Tuvalu",NA,"2012"
20,"eez","eez",20,"South Korea",0.0304165007912099,"2012"
21,"eez","eez",21,"North Korea",0.0477577194364324,"2012"
24,"eez","eez",24,"Cambodia",0.00545767615501058,"2012"
25,"eez","eez",25,"Thailand",0.0308054336697061,"2012"
26,"eez","eez",26,"Andaman and Nicobar",0.000729906343329075,"2012"
28,"eez","eez",28,"Comoro Islands",0.000414316749563176,"2012"
29,"eez","eez",29,"Mayotte",0.0104666089115059,"2012"
30,"eez","eez",30,"Glorioso Islands",NA,"2012"
31,"eez","eez",31,"Seychelles",0.0136617873638358,"2012"
32,"eez","eez",32,"Reunion",NA,"2012"
33,"eez","eez",33,"Juan de Nova Island",NA,"2012"
34,"eez","eez",34,"Bassas da India",NA,"2012"
35,"eez","eez",35,"Ile Europa",NA,"2012"
36,"eez","eez",36,"Ile Tromelin",NA,"2012"
37,"eez","eez",37,"Mauritius",NA,"2012"
38,"eez","eez",38,"British Indian Ocean Territory",NA,"2012"
39,"eez","eez",39,"Maldives",NA,"2012"
40,"eez","eez",40,"Sri Lanka",0.0277931433723609,"2012"
41,"eez","eez",41,"Mozambique",0.0481584782627666,"2012"
42,"eez","eez",42,"Madagascar",0.0331571888763246,"2012"
43,"eez","eez",43,"Kenya",0.100348810711602,"2012"
44,"eez","eez",44,"Somalia",0.0163244798532872,"2012"
45,"eez","eez",45,"Eritrea",0.00218601101426876,"2012"
46,"eez","eez",46,"Djibouti",0.00323307249434805,"2012"
47,"eez","eez",47,"Yemen",0.0113955863255913,"2012"
48,"eez","eez",48,"Oman",0.00292057235020665,"2012"
49,"eez","eez",49,"Sudan",0.0125743688261924,"2012"
50,"eez","eez",50,"Saudi Arabia",0.0040682323419691,"2012"
51,"eez","eez",51,"Kuwait",0.0143412231163692,"2012"
52,"eez","eez",52,"Bahrain",0.00092772764051263,"2012"
53,"eez","eez",53,"Pakistan",0.0585345558874534,"2012"
54,"eez","eez",54,"United Arab Emirates",0.00647011141780768,"2012"
55,"eez","eez",55,"Azores",NA,"2012"
56,"eez","eez",56,"Cape Verde",NA,"2012"
57,"eez","eez",57,"Madeira",0.00204690360969481,"2012"
58,"eez","eez",58,"Canary Islands",0.00121586555276282,"2012"
59,"eez","eez",59,"Belgium",0.0651049224330603,"2012"
60,"eez","eez",60,"Gibraltar",0.00418828771502334,"2012"
61,"eez","eez",61,"Tunisia",0.0296341976462853,"2012"
62,"eez","eez",62,"Morocco",0.0745320713853255,"2012"
63,"eez","eez",63,"Western Sahara",0.00292294892222597,"2012"
64,"eez","eez",64,"Mauritania",0.0207267886061506,"2012"
65,"eez","eez",65,"Gambia",0.173002751627757,"2012"
66,"eez","eez",66,"Senegal",0.103479706443908,"2012"
67,"eez","eez",67,"Libya",0.00612744195178603,"2012"
68,"eez","eez",68,"Malta",7.98805026351788e-05,"2012"
69,"eez","eez",69,"Latvia",0.0508972858597687,"2012"
70,"eez","eez",70,"Estonia",0.0112286140848117,"2012"
71,"eez","eez",71,"Bulgaria",0.0318367230495979,"2012"
72,"eez","eez",72,"Romania",0.0646395399203182,"2012"
73,"eez","eez",73,"Russia",0.00686300677406786,"2012"
74,"eez","eez",74,"Georgia",0.0495625637723954,"2012"
75,"eez","eez",75,"Ukraine",0.0648356045988107,"2012"
76,"eez","eez",76,"Turkey",0.0459322711291725,"2012"
77,"eez","eez",77,"Syria",0.0194368746959955,"2012"
78,"eez","eez",78,"Lebanon",0.0510117738913311,"2012"
79,"eez","eez",79,"Israel",0.0359477695540341,"2012"
80,"eez","eez",80,"Greece",0.0205019628159178,"2012"
81,"eez","eez",81,"Cyprus",0.00527879730688252,"2012"
82,"eez","eez",82,"Albania",0.0764321676677365,"2012"
84,"eez","eez",84,"Algeria",0.0568298450852029,"2012"
85,"eez","eez",85,"Ascension",NA,"2012"
86,"eez","eez",86,"Saint Helena",NA,"2012"
88,"eez","eez",88,"Tristan da Cunha",NA,"2012"
89,"eez","eez",89,"South Georgia and the South Sandwich Islands",NA,"2012"
90,"eez","eez",90,"Prince Edward Islands",NA,"2012"
91,"eez","eez",91,"Crozet Islands",NA,"2012"
92,"eez","eez",92,"Amsterdam Island and Saint Paul Island",NA,"2012"
93,"eez","eez",93,"Kerguelen Islands",NA,"2012"
94,"eez","eez",94,"Heard and McDonald Islands",NA,"2012"
95,"eez","eez",95,"Falkland Islands",0.00117871055813656,"2012"
96,"eez","eez",96,"Sierra Leone",0.152342825178249,"2012"
97,"eez","eez",97,"Liberia",0.0904927021862565,"2012"
98,"eez","eez",98,"Togo",0.164634205186876,"2012"
99,"eez","eez",99,"Benin",0.29014880603689,"2012"
100,"eez","eez",100,"Republique du Congo",0.0121794936778136,"2012"
101,"eez","eez",101,"Namibia",0.0174589476772273,"2012"
102,"eez","eez",102,"South Africa",0.0298861966761431,"2012"
103,"eez","eez",103,"Sao Tome and Principe",0.00464582471120567,"2012"
104,"eez","eez",104,"Equatorial Guinea",0.00555344771543788,"2012"
105,"eez","eez",105,"Bouvet Island",NA,"2012"
106,"eez","eez",106,"Ghana",0.16524270710573,"2012"
107,"eez","eez",107,"Clipperton Island",NA,"2012"
108,"eez","eez",108,"Bermuda",NA,"2012"
110,"eez","eez",110,"Bahamas",0.000590898606257441,"2012"
111,"eez","eez",111,"Turks and Caicos Islands",5.30673928938835e-06,"2012"
112,"eez","eez",112,"Cuba",0.0158445599820991,"2012"
113,"eez","eez",113,"Cayman Islands",1.3856662125051e-07,"2012"
114,"eez","eez",114,"Haiti",0.0373531281416094,"2012"
115,"eez","eez",115,"Dominican Republic",0.112589098691671,"2012"
116,"eez","eez",116,"Puerto Rico and Virgin Islands of the United States",0.0128713686769369,"2012"
117,"eez","eez",117,"British Virgin Islands",3.67469839778595e-06,"2012"
118,"eez","eez",118,"Anguilla",NA,"2012"
119,"eez","eez",119,"Saint Kitts and Nevis",4.00075351465269e-05,"2012"
120,"eez","eez",120,"Antigua and Barbuda",0.00170729855202806,"2012"
121,"eez","eez",121,"Montserrat",7.14247013444691e-06,"2012"
122,"eez","eez",122,"Saint Lucia",0.00471224270098733,"2012"
123,"eez","eez",123,"Dominica",0.00173628763007311,"2012"
124,"eez","eez",124,"Barbados",0.00663533430886672,"2012"
125,"eez","eez",125,"Grenada",1.37076291426414e-05,"2012"
126,"eez","eez",126,"Trinidad and Tobago",0.0120330984133166,"2012"
127,"eez","eez",127,"Saint Vincent and the Grenadines",0.00129057938876411,"2012"
129,"eez","eez",129,"Panama",0.0161936359831051,"2012"
130,"eez","eez",130,"Costa Rica",0.0646415584790421,"2012"
131,"eez","eez",131,"Nicaragua",0.0586162119919583,"2012"
132,"eez","eez",132,"Colombia",0.0518394208374345,"2012"
133,"eez","eez",133,"Honduras",0.101453286260457,"2012"
134,"eez","eez",134,"El Salvador",0.135944229126662,"2012"
135,"eez","eez",135,"Mexico",0.0348416390646051,"2012"
136,"eez","eez",136,"Guatemala",0.252878914201913,"2012"
137,"eez","eez",137,"Ecuador",0.0411863472999639,"2012"
138,"eez","eez",138,"Peru",0.0328222778930969,"2012"
139,"eez","eez",139,"Venezuela",0.0472402758769517,"2012"
140,"eez","eez",140,"Guadeloupe and Martinique",0.00119488823047229,"2012"
141,"eez","eez",141,"Faeroe Islands",0.000447138410978482,"2012"
143,"eez","eez",143,"Iceland",0.00210091624305166,"2012"
144,"eez","eez",144,"Jan Mayen",NA,"2012"
145,"eez","eez",145,"Greenland",1.31855003378564e-05,"2012"
146,"eez","eez",146,"Pitcairn",NA,"2012"
147,"eez","eez",147,"French Polynesia",NA,"2012"
148,"eez","eez",148,"Line Islands (Kiribati)",NA,"2012"
149,"eez","eez",149,"Jarvis Island",NA,"2012"
150,"eez","eez",150,"Palmyra Atoll",NA,"2012"
151,"eez","eez",151,"American Samoa",NA,"2012"
152,"eez","eez",152,"Samoa",NA,"2012"
153,"eez","eez",153,"Cook Islands",NA,"2012"
154,"eez","eez",154,"Niue",NA,"2012"
155,"eez","eez",155,"Tonga",NA,"2012"
156,"eez","eez",156,"Tokelau",NA,"2012"
157,"eez","eez",157,"Phoenix Islands (Kiribati)",NA,"2012"
158,"eez","eez",158,"Howland Island and Baker Island",NA,"2012"
159,"eez","eez",159,"Johnston Atoll",NA,"2012"
161,"eez","eez",161,"Wallis and Futuna",NA,"2012"
162,"eez","eez",162,"New Zealand",0.0416916839304639,"2012"
163,"eez","eez",163,"United States",0.0207247107440469,"2012"
164,"eez","eez",164,"Belize",0.0108459893539919,"2012"
