rgn_id,year,product,risk
5,2004,ornamentals,0
6,2004,ornamentals,0
7,2004,ornamentals,1
8,2004,ornamentals,1
9,2004,ornamentals,1
11,2004,ornamentals,0
14,2004,ornamentals,1
15,2004,ornamentals,1
16,2004,ornamentals,0
17,2004,ornamentals,1
18,2004,ornamentals,1
20,2004,ornamentals,0
24,2004,ornamentals,1
25,2004,ornamentals,1
29,2004,ornamentals,0
37,2004,ornamentals,0
39,2004,ornamentals,0
40,2004,ornamentals,1
41,2004,ornamentals,0
42,2004,ornamentals,0
43,2004,ornamentals,1
44,2004,ornamentals,0
45,2004,ornamentals,0
46,2004,ornamentals,0
47,2004,ornamentals,0
48,2004,ornamentals,0
49,2004,ornamentals,0
50,2004,ornamentals,0
52,2004,ornamentals,0
53,2004,ornamentals,0
54,2004,ornamentals,0
59,2004,ornamentals,0
61,2004,ornamentals,0
62,2004,ornamentals,0
67,2004,ornamentals,0
71,2004,ornamentals,0
76,2004,ornamentals,0
77,2004,ornamentals,0
78,2004,ornamentals,0
79,2004,ornamentals,0
80,2004,ornamentals,0
82,2004,ornamentals,0
84,2004,ornamentals,0
85,2004,ornamentals,0
86,2004,ornamentals,0
88,2004,ornamentals,0
96,2004,ornamentals,0
97,2004,ornamentals,0
100,2004,ornamentals,0
101,2004,ornamentals,0
102,2004,ornamentals,0
103,2004,ornamentals,0
104,2004,ornamentals,0
106,2004,ornamentals,0
112,2004,ornamentals,0
114,2004,ornamentals,0
115,2004,ornamentals,0
124,2004,ornamentals,0
126,2004,ornamentals,0
129,2004,ornamentals,0
130,2004,ornamentals,0
131,2004,ornamentals,0
132,2004,ornamentals,1
133,2004,ornamentals,0
134,2004,ornamentals,0
135,2004,ornamentals,0
136,2004,ornamentals,0
137,2004,ornamentals,0
138,2004,ornamentals,0
139,2004,ornamentals,0
140,2004,ornamentals,0
147,2004,ornamentals,0
152,2004,ornamentals,0
153,2004,ornamentals,0
155,2004,ornamentals,0
162,2004,ornamentals,0
163,2004,ornamentals,0
164,2004,ornamentals,0
166,2004,ornamentals,1
167,2004,ornamentals,0
168,2004,ornamentals,0
171,2004,ornamentals,1
172,2004,ornamentals,0
175,2004,ornamentals,0
176,2004,ornamentals,0
177,2004,ornamentals,0
178,2004,ornamentals,0
179,2004,ornamentals,0
180,2004,ornamentals,0
181,2004,ornamentals,0
182,2004,ornamentals,0
183,2004,ornamentals,0
184,2004,ornamentals,0
188,2004,ornamentals,0
189,2004,ornamentals,0
191,2004,ornamentals,0
193,2004,ornamentals,0
194,2004,ornamentals,0
195,2004,ornamentals,0
196,2004,ornamentals,0
197,2004,ornamentals,0
199,2004,ornamentals,0
202,2004,ornamentals,1
203,2004,ornamentals,0
204,2004,ornamentals,0
205,2004,ornamentals,1
206,2004,ornamentals,1
207,2004,ornamentals,1
208,2004,ornamentals,1
209,2004,ornamentals,1
210,2004,ornamentals,0
212,2004,ornamentals,0
214,2004,ornamentals,1
216,2004,ornamentals,1
218,2004,ornamentals,0
220,2004,ornamentals,0
222,2004,ornamentals,0
223,2004,ornamentals,0
224,2004,ornamentals,0
244,2004,ornamentals,0
245,2004,ornamentals,0
247,2004,ornamentals,0
248,2004,ornamentals,0
249,2004,ornamentals,0
250,2004,ornamentals,0
5,2005,ornamentals,0
6,2005,ornamentals,0
7,2005,ornamentals,1
8,2005,ornamentals,1
9,2005,ornamentals,1
11,2005,ornamentals,0
14,2005,ornamentals,1
15,2005,ornamentals,1
16,2005,ornamentals,0
17,2005,ornamentals,1
18,2005,ornamentals,1
20,2005,ornamentals,0
24,2005,ornamentals,1
25,2005,ornamentals,1
29,2005,ornamentals,0
37,2005,ornamentals,0
39,2005,ornamentals,0
40,2005,ornamentals,1
41,2005,ornamentals,0
42,2005,ornamentals,0
43,2005,ornamentals,1
44,2005,ornamentals,0
45,2005,ornamentals,0
46,2005,ornamentals,0
47,2005,ornamentals,0
48,2005,ornamentals,0
49,2005,ornamentals,0
50,2005,ornamentals,0
52,2005,ornamentals,0
53,2005,ornamentals,0
54,2005,ornamentals,0
59,2005,ornamentals,0
61,2005,ornamentals,0
62,2005,ornamentals,0
67,2005,ornamentals,0
71,2005,ornamentals,0
76,2005,ornamentals,0
77,2005,ornamentals,0
78,2005,ornamentals,0
79,2005,ornamentals,0
80,2005,ornamentals,0
82,2005,ornamentals,0
84,2005,ornamentals,0
85,2005,ornamentals,0
86,2005,ornamentals,0
88,2005,ornamentals,0
96,2005,ornamentals,0
97,2005,ornamentals,0
100,2005,ornamentals,0
101,2005,ornamentals,0
102,2005,ornamentals,0
103,2005,ornamentals,0
104,2005,ornamentals,0
106,2005,ornamentals,0
112,2005,ornamentals,0
114,2005,ornamentals,0
115,2005,ornamentals,0
124,2005,ornamentals,0
126,2005,ornamentals,0
129,2005,ornamentals,0
130,2005,ornamentals,0
131,2005,ornamentals,0
132,2005,ornamentals,1
133,2005,ornamentals,0
134,2005,ornamentals,0
135,2005,ornamentals,0
136,2005,ornamentals,0
137,2005,ornamentals,0
138,2005,ornamentals,0
139,2005,ornamentals,0
140,2005,ornamentals,0
147,2005,ornamentals,0
152,2005,ornamentals,0
153,2005,ornamentals,0
155,2005,ornamentals,0
