"rgn_id","product","year","tonnes","usd"
5,"ornamentals",1984,3,23
5,"ornamentals",1985,1.5,11.5
5,"ornamentals",1986,2,22.6666666666667
5,"ornamentals",1987,2.75,32.5
5,"ornamentals",1988,2,26.75
5,"ornamentals",1989,2,26.75
5,"ornamentals",1990,1.25,15.5
5,"ornamentals",1991,0,0
5,"ornamentals",1992,0,0
5,"ornamentals",1993,0,0
5,"ornamentals",1994,0,0
5,"ornamentals",1995,0,0
5,"ornamentals",1996,0,0
5,"ornamentals",1997,1,32.75
5,"ornamentals",1998,2.25,60.5
5,"ornamentals",1999,2.5,65.5
5,"ornamentals",2000,4.25,89.5
5,"ornamentals",2001,5,84.75
5,"ornamentals",2002,4.75,78.75
5,"ornamentals",2003,5.75,100
5,"ornamentals",2004,5.25,106
5,"ornamentals",2005,4.5,104.5
5,"ornamentals",2006,4.25,108
5,"ornamentals",2007,4,110
5,"ornamentals",2008,3.75,115.25
5,"ornamentals",2009,3.5,121.75
5,"ornamentals",2010,4.25,142
5,"ornamentals",2011,4.75,144.75
5,"ornamentals",2012,8,184.25
5,"ornamentals",2013,11,238.25
5,"ornamentals",2014,13.25,284.5
5,"ornamentals",2015,15.275,348
5,"ornamentals",2016,14.3,346.75
5,"ornamentals",2017,11.55,308.25
5,"ornamentals",2018,8.55,270.75
5,"ornamentals",2019,5.7525,218.765
5,"ornamentals",2020,2.725,173.95
5,"ornamentals",2021,1.9075,171.785
6,"ornamentals",2003,98.6080493596549,366
6,"ornamentals",2004,113.842501867257,420.5
6,"ornamentals",2005,124.791586873268,501
6,"ornamentals",2006,93.5936901549514,375.75
6,"ornamentals",2007,68.9416778150376,284.25
6,"ornamentals",2008,36.6724392213227,165.5
6,"ornamentals",2009,0,0
6,"ornamentals",2010,0,0
6,"ornamentals",2011,0,0
6,"ornamentals",2012,3.52904088117168,34.25
6,"ornamentals",2013,8.92722769321267,86.25
6,"ornamentals",2014,21.9019283593299,206.25
6,"ornamentals",2015,26.6939926438028,255.75
6,"ornamentals",2016,25.1410092051916,247.75
6,"ornamentals",2017,24.0139487459242,243
6,"ornamentals",2018,11.539248079807,125.5
6,"ornamentals",2019,6.74718379533408,76
6,"ornamentals",2020,4.77112635277359,49.75
6,"ornamentals",2021,0.5025,2.585
7,"ornamentals",1996,14.8148966962983,50
7,"ornamentals",1997,11.0119939008475,36
7,"ornamentals",1998,10.9561088499189,36
7,"ornamentals",1999,11.7700672039686,39.25
7,"ornamentals",2000,8.51347863795878,27.5
7,"ornamentals",2001,19.9104058942767,70.5
7,"ornamentals",2002,27.4493212072613,72.25
7,"ornamentals",2003,37.3963356407319,73.75
7,"ornamentals",2004,56.9492000326671,89.5
7,"ornamentals",2005,69.25,59.25
7,"ornamentals",2006,94.75,72.5
7,"ornamentals",2007,106.25,85.25
7,"ornamentals",2008,103.5,85.75
7,"ornamentals",2009,90,76
7,"ornamentals",2010,64.75,61
7,"ornamentals",2011,39.75,34.5
7,"ornamentals",2012,22.5,17.5
7,"ornamentals",2013,10.5,9
7,"ornamentals",2014,0,0
7,"ornamentals",2015,0,0
7,"ornamentals",2016,0,0
7,"ornamentals",2017,0,0
7,"ornamentals",2018,0,0
7,"ornamentals",2019,0,0
7,"ornamentals",2020,0,0
7,"ornamentals",2021,0,0
7,"seaweeds",2004,168,148
7,"seaweeds",2005,265,215
7,"seaweeds",2006,225.666666666667,178.666666666667
7,"seaweeds",2007,195.5,157.5
7,"seaweeds",2008,166,135.5
7,"seaweeds",2009,113,107.5
7,"seaweeds",2010,162.25,221
7,"seaweeds",2011,311.5,226.5
7,"seaweeds",2012,472.5,458.75
7,"seaweeds",2013,624.5,855.25
7,"seaweeds",2014,749,1045.5
7,"seaweeds",2015,689.75,1267
7,"seaweeds",2016,615.5,1147.75
7,"seaweeds",2017,448,803.5
7,"seaweeds",2018,283.5,547.75
7,"seaweeds",2019,214,374.75
7,"seaweeds",2020,147.465,255.405
7,"seaweeds",2021,510.975,267.4
8,"ornamentals",1995,0,19
8,"ornamentals",1996,0,10
8,"ornamentals",1997,0,6.66666666666667
8,"ornamentals",1998,0,5.75
8,"ornamentals",1999,0,1
8,"ornamentals",2000,0,0.75
8,"ornamentals",2001,0,0.75
8,"ornamentals",2002,0.406901023813589,14.25
8,"ornamentals",2003,2.86901943111712,40.5
8,"ornamentals",2004,4.46773447834812,63
8,"ornamentals",2005,4.60079109143811,78.5
8,"ornamentals",2006,4.29743496165992,80.5
8,"ornamentals",2007,1.83531655435638,70.75
8,"ornamentals",2008,0.236601507125386,48.25
8,"ornamentals",2009,0.103544894035394,32.75
8,"ornamentals",2010,0,16.5
8,"ornamentals",2011,0,1.25
8,"ornamentals",2012,0,1.25
8,"ornamentals",2013,0.470643555156807,3.25
8,"ornamentals",2014,0.470643555156807,3.25
8,"ornamentals",2015,0.917947712012969,3.75
8,"ornamentals",2016,1.41794771201297,6.25
