"region_id","year","product","risk"
6,1998,"corals",1
7,1998,"corals",1
8,1998,"corals",1
9,1998,"corals",1
11,1998,"corals",1
14,1998,"corals",1
15,1998,"corals",1
16,1998,"corals",1
17,1998,"corals",1
18,1998,"corals",1
20,1998,"corals",1
21,1998,"corals",1
25,1998,"corals",1
37,1998,"corals",1
39,1998,"corals",1
40,1998,"corals",1
42,1998,"corals",1
44,1998,"corals",1
48,1998,"corals",1
49,1998,"corals",1
53,1998,"corals",1
61,1998,"corals",1
62,1998,"corals",1
66,1998,"corals",1
72,1998,"corals",1
73,1998,"corals",1
76,1998,"corals",1
77,1998,"corals",1
82,1998,"corals",1
102,1998,"corals",1
114,1998,"corals",1
115,1998,"corals",1
131,1998,"corals",1
132,1998,"corals",1
133,1998,"corals",1
134,1998,"corals",1
135,1998,"corals",1
137,1998,"corals",1
138,1998,"corals",1
139,1998,"corals",1
143,1998,"corals",1
147,1998,"corals",1
155,1998,"corals",1
162,1998,"corals",1
163,1998,"corals",1
166,1998,"corals",1
171,1998,"corals",1
179,1998,"corals",1
182,1998,"corals",1
186,1998,"corals",1
187,1998,"corals",1
195,1998,"corals",1
203,1998,"corals",1
206,1998,"corals",1
207,1998,"corals",1
208,1998,"corals",1
209,1998,"corals",1
210,1998,"corals",1
214,1998,"corals",1
216,1998,"corals",1
218,1998,"corals",1
220,1998,"corals",1
223,1998,"corals",1
224,1998,"corals",1
245,1998,"corals",1
248,1998,"corals",1
249,1998,"corals",1
6,1999,"corals",1
7,1999,"corals",1
8,1999,"corals",1
9,1999,"corals",1
11,1999,"corals",1
14,1999,"corals",1
15,1999,"corals",1
16,1999,"corals",1
17,1999,"corals",1
18,1999,"corals",1
20,1999,"corals",1
21,1999,"corals",1
25,1999,"corals",1
37,1999,"corals",1
39,1999,"corals",1
40,1999,"corals",1
42,1999,"corals",1
44,1999,"corals",1
48,1999,"corals",1
49,1999,"corals",1
53,1999,"corals",1
61,1999,"corals",1
62,1999,"corals",1
66,1999,"corals",1
72,1999,"corals",1
73,1999,"corals",1
76,1999,"corals",1
77,1999,"corals",1
82,1999,"corals",1
102,1999,"corals",1
114,1999,"corals",1
115,1999,"corals",1
131,1999,"corals",1
132,1999,"corals",1
133,1999,"corals",1
134,1999,"corals",1
135,1999,"corals",1
137,1999,"corals",1
138,1999,"corals",1
139,1999,"corals",1
143,1999,"corals",1
147,1999,"corals",1
155,1999,"corals",1
162,1999,"corals",1
163,1999,"corals",1
166,1999,"corals",1
171,1999,"corals",1
179,1999,"corals",1
182,1999,"corals",1
186,1999,"corals",1
187,1999,"corals",1
195,1999,"corals",1
203,1999,"corals",1
206,1999,"corals",1
207,1999,"corals",1
208,1999,"corals",1
209,1999,"corals",1
210,1999,"corals",1
214,1999,"corals",1
216,1999,"corals",1
218,1999,"corals",1
220,1999,"corals",1
223,1999,"corals",1
224,1999,"corals",1
245,1999,"corals",1
248,1999,"corals",1
249,1999,"corals",1
6,2000,"corals",1
7,2000,"corals",1
8,2000,"corals",1
9,2000,"corals",1
11,2000,"corals",1
14,2000,"corals",1
15,2000,"corals",1
16,2000,"corals",1
17,2000,"corals",1
18,2000,"corals",1
20,2000,"corals",1
21,2000,"corals",1
25,2000,"corals",1
37,2000,"corals",1
39,2000,"corals",1
40,2000,"corals",1
42,2000,"corals",1
44,2000,"corals",1
48,2000,"corals",1
49,2000,"corals",1
53,2000,"corals",1
61,2000,"corals",1
62,2000,"corals",1
66,2000,"corals",1
72,2000,"corals",1
73,2000,"corals",1
76,2000,"corals",1
77,2000,"corals",1
82,2000,"corals",1
102,2000,"corals",1
114,2000,"corals",1
115,2000,"corals",1
131,2000,"corals",1
132,2000,"corals",1
133,2000,"corals",1
134,2000,"corals",1
135,2000,"corals",1
137,2000,"corals",1
138,2000,"corals",1
139,2000,"corals",1
143,2000,"corals",1
147,2000,"corals",1
155,2000,"corals",1
162,2000,"corals",1
163,2000,"corals",1
166,2000,"corals",1
171,2000,"corals",1
179,2000,"corals",1
182,2000,"corals",1
186,2000,"corals",1
187,2000,"corals",1
195,2000,"corals",1
203,2000,"corals",1
206,2000,"corals",1
207,2000,"corals",1
208,2000,"corals",1
209,2000,"corals",1
210,2000,"corals",1
214,2000,"corals",1
216,2000,"corals",1
218,2000,"corals",1
220,2000,"corals",1
223,2000,"corals",1
224,2000,"corals",1
245,2000,"corals",1
248,2000,"corals",1
249,2000,"corals",1
6,2001,"corals",1
7,2001,"corals",1
8,2001,"corals",1
9,2001,"corals",1
11,2001,"corals",1
14,2001,"corals",1
15,2001,"corals",1
16,2001,"corals",1
17,2001,"corals",1
18,2001,"corals",1
20,2001,"corals",1
21,2001,"corals",1
25,2001,"corals",1
37,2001,"corals",1
39,2001,"corals",1
40,2001,"corals",1
42,2001,"corals",1
44,2001,"corals",1
48,2001,"corals",1
49,2001,"corals",1
53,2001,"corals",1
61,2001,"corals",1
62,2001,"corals",1
66,2001,"corals",1
72,2001,"corals",1
73,2001,"corals",1
76,2001,"corals",1
77,2001,"corals",1
82,2001,"corals",1
102,2001,"corals",1
114,2001,"corals",1
115,2001,"corals",1
131,2001,"corals",1
132,2001,"corals",1
133,2001,"corals",1
134,2001,"corals",1
135,2001,"corals",1
137,2001,"corals",1
138,2001,"corals",1
139,2001,"corals",1
143,2001,"corals",1
147,2001,"corals",1
155,2001,"corals",1
162,2001,"corals",1
163,2001,"corals",1
166,2001,"corals",1
171,2001,"corals",1
179,2001,"corals",1
182,2001,"corals",1
186,2001,"corals",1
187,2001,"corals",1
195,2001,"corals",1
203,2001,"corals",1
206,2001,"corals",1
207,2001,"corals",1
208,2001,"corals",1
209,2001,"corals",1
210,2001,"corals",1
214,2001,"corals",1
216,2001,"corals",1
218,2001,"corals",1
220,2001,"corals",1
223,2001,"corals",1
224,2001,"corals",1
245,2001,"corals",1
248,2001,"corals",1
249,2001,"corals",1
6,2002,"corals",1
7,2002,"corals",1
8,2002,"corals",1
9,2002,"corals",1
11,2002,"corals",1
14,2002,"corals",1
15,2002,"corals",1
16,2002,"corals",1
17,2002,"corals",1
18,2002,"corals",1
20,2002,"corals",1
21,2002,"corals",1
25,2002,"corals",1
37,2002,"corals",1
39,2002,"corals",1
40,2002,"corals",1
42,2002,"corals",1
44,2002,"corals",1
48,2002,"corals",1
49,2002,"corals",1
53,2002,"corals",1
61,2002,"corals",1
62,2002,"corals",1
66,2002,"corals",1
72,2002,"corals",1
73,2002,"corals",1
76,2002,"corals",1
77,2002,"corals",1
82,2002,"corals",1
102,2002,"corals",1
114,2002,"corals",1
115,2002,"corals",1
131,2002,"corals",1
132,2002,"corals",1
133,2002,"corals",1
134,2002,"corals",1
135,2002,"corals",1
137,2002,"corals",1
138,2002,"corals",1
139,2002,"corals",1
143,2002,"corals",1
147,2002,"corals",1
155,2002,"corals",1
162,2002,"corals",1
163,2002,"corals",1
166,2002,"corals",1
171,2002,"corals",1
179,2002,"corals",1
182,2002,"corals",1
186,2002,"corals",1
187,2002,"corals",1
195,2002,"corals",1
203,2002,"corals",1
206,2002,"corals",1
207,2002,"corals",1
208,2002,"corals",1
209,2002,"corals",1
210,2002,"corals",1
214,2002,"corals",1
216,2002,"corals",1
218,2002,"corals",1
220,2002,"corals",1
223,2002,"corals",1
224,2002,"corals",1
245,2002,"corals",1
248,2002,"corals",1
249,2002,"corals",1
6,2003,"corals",1
7,2003,"corals",1
8,2003,"corals",1
9,2003,"corals",1
11,2003,"corals",1
14,2003,"corals",1
15,2003,"corals",1
16,2003,"corals",1
17,2003,"corals",1
18,2003,"corals",1
20,2003,"corals",1
21,2003,"corals",1
25,2003,"corals",1
37,2003,"corals",1
39,2003,"corals",1
40,2003,"corals",1
42,2003,"corals",1
44,2003,"corals",1
48,2003,"corals",1
49,2003,"corals",1
53,2003,"corals",1
61,2003,"corals",1
62,2003,"corals",1
66,2003,"corals",1
72,2003,"corals",1
73,2003,"corals",1
76,2003,"corals",1
77,2003,"corals",1
82,2003,"corals",1
102,2003,"corals",1
114,2003,"corals",1
115,2003,"corals",1
131,2003,"corals",1
132,2003,"corals",1
133,2003,"corals",1
134,2003,"corals",1
135,2003,"corals",1
137,2003,"corals",1
138,2003,"corals",1
139,2003,"corals",1
143,2003,"corals",1
147,2003,"corals",1
155,2003,"corals",1
162,2003,"corals",1
163,2003,"corals",1
166,2003,"corals",1
171,2003,"corals",1
179,2003,"corals",1
182,2003,"corals",1
186,2003,"corals",1
187,2003,"corals",1
195,2003,"corals",1
203,2003,"corals",1
206,2003,"corals",1
207,2003,"corals",1
208,2003,"corals",1
209,2003,"corals",1
210,2003,"corals",1
214,2003,"corals",1
216,2003,"corals",1
218,2003,"corals",1
220,2003,"corals",1
223,2003,"corals",1
224,2003,"corals",1
245,2003,"corals",1
248,2003,"corals",1
249,2003,"corals",1
6,2004,"corals",1
7,2004,"corals",1
8,2004,"corals",1
9,2004,"corals",1
11,2004,"corals",1
14,2004,"corals",1
15,2004,"corals",1
16,2004,"corals",1
17,2004,"corals",1
18,2004,"corals",1
20,2004,"corals",1
21,2004,"corals",1
25,2004,"corals",1
37,2004,"corals",1
39,2004,"corals",1
40,2004,"corals",1
42,2004,"corals",1
44,2004,"corals",1
48,2004,"corals",1
49,2004,"corals",1
53,2004,"corals",1
61,2004,"corals",1
62,2004,"corals",1
66,2004,"corals",1
72,2004,"corals",1
73,2004,"corals",1
76,2004,"corals",1
77,2004,"corals",1
82,2004,"corals",1
102,2004,"corals",1
114,2004,"corals",1
115,2004,"corals",1
131,2004,"corals",1
132,2004,"corals",1
133,2004,"corals",1
134,2004,"corals",1
135,2004,"corals",1
137,2004,"corals",1
138,2004,"corals",1
139,2004,"corals",1
143,2004,"corals",1
147,2004,"corals",1
155,2004,"corals",1
162,2004,"corals",1
163,2004,"corals",1
166,2004,"corals",1
171,2004,"corals",1
179,2004,"corals",1
182,2004,"corals",1
186,2004,"corals",1
187,2004,"corals",1
195,2004,"corals",1
203,2004,"corals",1
206,2004,"corals",1
207,2004,"corals",1
208,2004,"corals",1
209,2004,"corals",1
210,2004,"corals",1
214,2004,"corals",1
216,2004,"corals",1
218,2004,"corals",1
220,2004,"corals",1
223,2004,"corals",1
224,2004,"corals",1
245,2004,"corals",1
248,2004,"corals",1
249,2004,"corals",1
6,2005,"corals",1
7,2005,"corals",1
8,2005,"corals",1
9,2005,"corals",1
11,2005,"corals",1
14,2005,"corals",1
15,2005,"corals",1
16,2005,"corals",1
17,2005,"corals",1
18,2005,"corals",1
20,2005,"corals",1
21,2005,"corals",1
25,2005,"corals",1
37,2005,"corals",1
39,2005,"corals",1
40,2005,"corals",1
42,2005,"corals",1
44,2005,"corals",1
48,2005,"corals",1
49,2005,"corals",1
53,2005,"corals",1
61,2005,"corals",1
62,2005,"corals",1
66,2005,"corals",1
72,2005,"corals",1
73,2005,"corals",1
76,2005,"corals",1
77,2005,"corals",1
82,2005,"corals",1
102,2005,"corals",1
114,2005,"corals",1
115,2005,"corals",1
131,2005,"corals",1
132,2005,"corals",1
133,2005,"corals",1
134,2005,"corals",1
135,2005,"corals",1
137,2005,"corals",1
138,2005,"corals",1
139,2005,"corals",1
143,2005,"corals",1
147,2005,"corals",1
155,2005,"corals",1
162,2005,"corals",1
163,2005,"corals",1
166,2005,"corals",1
171,2005,"corals",1
179,2005,"corals",1
182,2005,"corals",1
186,2005,"corals",1
187,2005,"corals",1
195,2005,"corals",1
203,2005,"corals",1
206,2005,"corals",1
207,2005,"corals",1
208,2005,"corals",1
209,2005,"corals",1
210,2005,"corals",1
214,2005,"corals",1
216,2005,"corals",1
218,2005,"corals",1
220,2005,"corals",1
223,2005,"corals",1
224,2005,"corals",1
245,2005,"corals",1
248,2005,"corals",1
249,2005,"corals",1
6,2006,"corals",1
7,2006,"corals",1
8,2006,"corals",1
9,2006,"corals",1
11,2006,"corals",1
14,2006,"corals",1
15,2006,"corals",1
16,2006,"corals",1
17,2006,"corals",1
18,2006,"corals",1
20,2006,"corals",1
21,2006,"corals",1
25,2006,"corals",1
37,2006,"corals",1
39,2006,"corals",1
40,2006,"corals",1
42,2006,"corals",1
44,2006,"corals",1
48,2006,"corals",1
49,2006,"corals",1
53,2006,"corals",1
61,2006,"corals",1
62,2006,"corals",1
66,2006,"corals",1
72,2006,"corals",1
73,2006,"corals",1
76,2006,"corals",1
77,2006,"corals",1
82,2006,"corals",1
102,2006,"corals",1
114,2006,"corals",1
115,2006,"corals",1
131,2006,"corals",1
132,2006,"corals",1
133,2006,"corals",1
134,2006,"corals",1
135,2006,"corals",1
137,2006,"corals",1
138,2006,"corals",1
139,2006,"corals",1
143,2006,"corals",1
147,2006,"corals",1
155,2006,"corals",1
162,2006,"corals",1
163,2006,"corals",1
166,2006,"corals",1
171,2006,"corals",1
179,2006,"corals",1
182,2006,"corals",1
186,2006,"corals",1
187,2006,"corals",1
195,2006,"corals",1
203,2006,"corals",1
206,2006,"corals",1
207,2006,"corals",1
208,2006,"corals",1
209,2006,"corals",1
210,2006,"corals",1
214,2006,"corals",1
216,2006,"corals",1
218,2006,"corals",1
220,2006,"corals",1
223,2006,"corals",1
224,2006,"corals",1
245,2006,"corals",1
248,2006,"corals",1
249,2006,"corals",1
6,2007,"corals",1
7,2007,"corals",1
8,2007,"corals",1
9,2007,"corals",1
11,2007,"corals",1
14,2007,"corals",1
15,2007,"corals",1
16,2007,"corals",1
17,2007,"corals",1
18,2007,"corals",1
20,2007,"corals",1
21,2007,"corals",1
25,2007,"corals",1
37,2007,"corals",1
39,2007,"corals",1
40,2007,"corals",1
42,2007,"corals",1
44,2007,"corals",1
48,2007,"corals",1
49,2007,"corals",1
53,2007,"corals",1
61,2007,"corals",1
62,2007,"corals",1
66,2007,"corals",1
72,2007,"corals",1
73,2007,"corals",1
76,2007,"corals",1
77,2007,"corals",1
82,2007,"corals",1
102,2007,"corals",1
114,2007,"corals",1
115,2007,"corals",1
131,2007,"corals",1
132,2007,"corals",1
133,2007,"corals",1
134,2007,"corals",1
135,2007,"corals",1
137,2007,"corals",1
138,2007,"corals",1
139,2007,"corals",1
143,2007,"corals",1
147,2007,"corals",1
155,2007,"corals",1
162,2007,"corals",1
163,2007,"corals",1
166,2007,"corals",1
171,2007,"corals",1
179,2007,"corals",1
182,2007,"corals",1
186,2007,"corals",1
187,2007,"corals",1
195,2007,"corals",1
203,2007,"corals",1
206,2007,"corals",1
207,2007,"corals",1
208,2007,"corals",1
209,2007,"corals",1
210,2007,"corals",1
214,2007,"corals",1
216,2007,"corals",1
218,2007,"corals",1
220,2007,"corals",1
