country,year,value,unit,sector,data_source
Australia,2000,18540,persons (1),cf,oecd sustainable economies
Australia,2001,18090,persons (1),cf,oecd sustainable economies
Australia,2002,17690,persons (1),cf,oecd sustainable economies
Australia,2003,17580,persons (1),cf,oecd sustainable economies
Australia,2004,17500,persons (1),cf,oecd sustainable economies
Australia,2005,17200,persons (1),cf,oecd sustainable economies
Australia,2006,16040,persons (1),cf,oecd sustainable economies
Australia,2007,16000,persons (1),cf,oecd sustainable economies
Australia,2008,14000,persons (1),cf,oecd sustainable economies
Australia,2009,14000,persons (1),cf,oecd sustainable economies
Australia,2010,13000,persons (1),cf,oecd sustainable economies
Australia,2011,13000,persons (1),cf,oecd sustainable economies
Australia,2012,14000,persons (1),cf,oecd sustainable economies
Australia,2013,12000,persons (1),cf,oecd sustainable economies
Australia,2014,11000,persons (1),cf,oecd sustainable economies
Australia,2015,11000,persons (1),cf,oecd sustainable economies
Australia,2016,10000,persons (1),cf,oecd sustainable economies
Australia,2017,10000,persons (1),cf,oecd sustainable economies
Australia,2018,11000,persons (1),cf,oecd sustainable economies
Australia,2019,10000,persons (1),cf,oecd sustainable economies
Australia,2020,10000,persons (1),cf,oecd sustainable economies
Belgium,2000,690,persons (1),cf,oecd sustainable economies
Belgium,2001,710,persons (1),cf,oecd sustainable economies
Belgium,2002,720,persons (1),cf,oecd sustainable economies
Belgium,2003,650,persons (1),cf,oecd sustainable economies
Belgium,2004,590,persons (1),cf,oecd sustainable economies
Belgium,2005,570,persons (1),cf,oecd sustainable economies
Belgium,2006,690,persons (1),cf,oecd sustainable economies
Belgium,2007,690,persons (1),cf,oecd sustainable economies
Belgium,2008,740,persons (1),cf,oecd sustainable economies
Belgium,2009,600,persons (1),cf,oecd sustainable economies
Belgium,2010,610,persons (1),cf,oecd sustainable economies
Belgium,2011,590,persons (1),cf,oecd sustainable economies
Belgium,2012,590,persons (1),cf,oecd sustainable economies
Belgium,2013,380,persons (1),cf,oecd sustainable economies
Belgium,2014,610,persons (1),cf,oecd sustainable economies
Belgium,2015,560,persons (1),cf,oecd sustainable economies
Belgium,2016,490,persons (1),cf,oecd sustainable economies
Belgium,2017,480,persons (1),cf,oecd sustainable economies
Belgium,2018,520,persons (1),cf,oecd sustainable economies
Belgium,2019,490,persons (1),cf,oecd sustainable economies
Belgium,2020,500,persons (1),cf,oecd sustainable economies
Canada,2000,55610,persons (1),cf,oecd sustainable economies
Canada,2001,51940,persons (1),cf,oecd sustainable economies
Canada,2002,48260,persons (1),cf,oecd sustainable economies
Canada,2003,47980,persons (1),cf,oecd sustainable economies
Canada,2004,47690,persons (1),cf,oecd sustainable economies
Canada,2005,47160,persons (1),cf,oecd sustainable economies
Canada,2006,46510,persons (1),cf,oecd sustainable economies
Canada,2007,48200,persons (1),cf,oecd sustainable economies
Canada,2008,46780,persons (1),cf,oecd sustainable economies
Canada,2009,45780,persons (1),cf,oecd sustainable economies
Canada,2010,44690,persons (1),cf,oecd sustainable economies
Canada,2011,44580,persons (1),cf,oecd sustainable economies
Canada,2012,43540,persons (1),cf,oecd sustainable economies
Canada,2013,41180,persons (1),cf,oecd sustainable economies
Canada,2014,39840,persons (1),cf,oecd sustainable economies
Canada,2015,38610,persons (1),cf,oecd sustainable economies
Canada,2016,40980,persons (1),cf,oecd sustainable economies
Canada,2017,42130,persons (1),cf,oecd sustainable economies
Canada,2018,41930,persons (1),cf,oecd sustainable economies
Canada,2019,47640,persons (1),cf,oecd sustainable economies
Canada,2020,45670,persons (1),cf,oecd sustainable economies
Denmark,2000,4610,persons (1),cf,oecd sustainable economies
Denmark,2001,4530,persons (1),cf,oecd sustainable economies
Denmark,2002,4260,persons (1),cf,oecd sustainable economies
Denmark,2003,3760,persons (1),cf,oecd sustainable economies
Denmark,2004,3500,persons (1),cf,oecd sustainable economies
Denmark,2005,3240,persons (1),cf,oecd sustainable economies
Denmark,2006,2900,persons (1),cf,oecd sustainable economies
Denmark,2007,2570,persons (1),cf,oecd sustainable economies
Denmark,2008,2280,persons (1),cf,oecd sustainable economies
Denmark,2009,2170,persons (1),cf,oecd sustainable economies
Denmark,2010,2110,persons (1),cf,oecd sustainable economies
Denmark,2011,2050,persons (1),cf,oecd sustainable economies
Denmark,2012,1950,persons (1),cf,oecd sustainable economies
Denmark,2013,1940,persons (1),cf,oecd sustainable economies
Denmark,2014,1900,persons (1),cf,oecd sustainable economies
Denmark,2015,1820,persons (1),cf,oecd sustainable economies
Denmark,2016,1810,persons (1),cf,oecd sustainable economies
Denmark,2017,1830,persons (1),cf,oecd sustainable economies
Denmark,2018,1800,persons (1),cf,oecd sustainable economies
Denmark,2019,1780,persons (1),cf,oecd sustainable economies
Denmark,2020,1590,persons (1),cf,oecd sustainable economies
Finland,2000,2710,persons (1),cf,oecd sustainable economies
Finland,2001,2660,persons (1),cf,oecd sustainable economies
Finland,2002,2560,persons (1),cf,oecd sustainable economies
Finland,2003,2480,persons (1),cf,oecd sustainable economies
Finland,2004,2390,persons (1),cf,oecd sustainable economies
