country,year,value,unit,sector,data_source
Albania,1976,1209632.495580312,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1977,1518187.5286474042,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1978,1889514.5622105382,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1979,1975208.339628023,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1980,2059172.947935409,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1981,2095913.29360544,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1982,1641504.2516603586,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1983,3516458.1040681996,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1984,2123930.639882397,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1985,3141990.9910836974,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1986,4151813.852436129,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1987,5814736.859120753,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1988,6078417.185389764,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1989,5112275.240050624,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1990,9073315.57025306,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1991,2796644.26839453,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1992,4882110.5961193945,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1993,3844933.6494221473,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1994,2642154.676271897,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1995,2536189.6067523947,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1996,3645865.697760458,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1997,1742057.4636412887,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1998,3771772.9218325093,USD (1),cf,FAO capture production and ex-vessel prices
Albania,1999,3380157.5065076686,USD (1),cf,FAO capture production and ex-vessel prices
Albania,2000,3282877.7994229463,USD (1),cf,FAO capture production and ex-vessel prices
