rgn_id,rgn_name,product,year,tonnes,usd,tonnes_orig,usd_orig
5,New Caledonia,corals,2001,0,4,0,4
5,New Caledonia,corals,2002,0,2,0,0
5,New Caledonia,corals,2003,0,2.6666666666666665,0,4
5,New Caledonia,corals,2004,0,2,0,0
5,New Caledonia,corals,2005,0,2.25,0,5
5,New Caledonia,corals,2006,0,2.25,0,0
5,New Caledonia,corals,2007,0,1.25,0,0
5,New Caledonia,corals,2008,0,1.25,0,0
5,New Caledonia,corals,2009,0,0,0,0
5,New Caledonia,corals,2010,0,0,0,0
5,New Caledonia,corals,2011,0.25,0,1,0
5,New Caledonia,corals,2012,0.75,3.25,2,13
5,New Caledonia,corals,2013,0.75,3.75,0,2
5,New Caledonia,corals,2014,0.75,4,0,1
5,New Caledonia,corals,2015,0.5,4,0,0
5,New Caledonia,corals,2016,0,0.75,0,0
5,New Caledonia,corals,2017,0,1.25,0,4
5,New Caledonia,corals,2018,0,1,0,0
5,New Caledonia,corals,2019,0,1,0,0
5,New Caledonia,corals,2020,0,1,0,0
5,New Caledonia,corals,2021,0,0,0,0
5,New Caledonia,corals,2022,0,0,0,0
6,Vanuatu,corals,1998,25,34,25,34
6,Vanuatu,corals,1999,36.5,44,48,54
6,Vanuatu,corals,2000,24.333333333333332,29.333333333333332,0,0
6,Vanuatu,corals,2001,28.5,50.5,41,114
6,Vanuatu,corals,2002,37,56.25,59,57
6,Vanuatu,corals,2003,40.75,97.5,63,219
6,Vanuatu,corals,2004,49.75,107.75,36,41
6,Vanuatu,corals,2005,50.5,86.25,44,28
6,Vanuatu,corals,2006,38.5,85.75,11,55
6,Vanuatu,corals,2007,23.25,32.75,2,7
6,Vanuatu,corals,2008,16.75,28.75,10,25
6,Vanuatu,corals,2009,12.25,58.5,26,147
6,Vanuatu,corals,2010,13.75,71.75,17,108
6,Vanuatu,corals,2011,14.75,77,6,28
6,Vanuatu,corals,2012,18.25,86.5,24,63
6,Vanuatu,corals,2013,14.25,50.75,10,4
6,Vanuatu,corals,2014,21,27.75,44,16
6,Vanuatu,corals,2015,27.75,43.75,33,92
6,Vanuatu,corals,2016,30.75,51.75,36,95
6,Vanuatu,corals,2017,36.25,66.25,32,62
6,Vanuatu,corals,2018,25.25,62.25,0,0
6,Vanuatu,corals,2019,17,39.25,0,0
6,Vanuatu,corals,2020,8,15.5,0,0
6,Vanuatu,corals,2021,0,0,0,0
6,Vanuatu,corals,2022,0,0,0,0
7,Solomon Islands,corals,1998,391,1007,391,1007
7,Solomon Islands,corals,1999,314.5,908.5,238,810
7,Solomon Islands,corals,2000,266,819.6666666666666,169,642
7,Solomon Islands,corals,2001,235.25,818,143,813
7,Solomon Islands,corals,2002,204,722.25,266,624
7,Solomon Islands,corals,2003,181,651.25,146,526
7,Solomon Islands,corals,2004,192.25,712.25,214,886
7,Solomon Islands,corals,2005,227,745.5,282,946
