rgn_id,product,year,rel_sust_tonnes
7,seaweeds,2004,0.14639905548996457
7,seaweeds,2005,0.18479544171243778
7,seaweeds,2006,0.1617986756326677
7,seaweeds,2007,0.13986277227383945
7,seaweeds,2008,0.1280563968311004
7,seaweeds,2009,0.15842786989032048
7,seaweeds,2010,0.28141950276337624
7,seaweeds,2011,0.4172783738001129
7,seaweeds,2012,0.541998186266961
7,seaweeds,2013,0.708468080009582
7,seaweeds,2014,0.8166589668565953
7,seaweeds,2015,0.923224338244101
7,seaweeds,2016,1
7,seaweeds,2017,0.8495970432729325
7,seaweeds,2018,0.7075269921119723
7,seaweeds,2019,0.5663638074705268
7,seaweeds,2020,0.45771093201923235
7,seaweeds,2021,0.621882432455555
7,seaweeds,2022,0.757726331639375
7,seaweeds,2023,0.6529688756566226
9,seaweeds,2004,1
9,seaweeds,2005,1
9,seaweeds,2006,1
9,seaweeds,2007,1
9,seaweeds,2008,1
9,seaweeds,2009,1
9,seaweeds,2010,1
9,seaweeds,2011,NA
9,seaweeds,2012,NA
9,seaweeds,2013,NA
9,seaweeds,2014,NA
9,seaweeds,2015,NA
9,seaweeds,2016,NA
9,seaweeds,2017,NA
9,seaweeds,2018,NA
9,seaweeds,2019,NA
9,seaweeds,2020,NA
9,seaweeds,2021,NA
9,seaweeds,2022,NA
9,seaweeds,2023,NA
14,seaweeds,2004,1
14,seaweeds,2005,1
14,seaweeds,2006,1
14,seaweeds,2007,1
14,seaweeds,2008,1
14,seaweeds,2009,1
14,seaweeds,2010,1
14,seaweeds,2011,1
14,seaweeds,2012,1
14,seaweeds,2013,1
14,seaweeds,2014,0.7622768127528649
14,seaweeds,2015,0.5056690166436514
14,seaweeds,2016,0.3222739055648424
14,seaweeds,2017,0.1774959420500521
14,seaweeds,2018,0.1615627346948664
14,seaweeds,2019,0.1827653414734598
14,seaweeds,2020,0.2574328318433995
14,seaweeds,2021,0.22456040894444848
14,seaweeds,2022,0.1947984955301984
14,seaweeds,2023,0.15273772318724715
15,seaweeds,2004,0.6932596653928029
15,seaweeds,2005,0.7317514903861785
15,seaweeds,2006,0.7695756469224964
15,seaweeds,2007,0.7936901590637145
15,seaweeds,2008,0.8601138680646084
15,seaweeds,2009,0.9178560649892097
15,seaweeds,2010,0.9656679643141665
15,seaweeds,2011,1
15,seaweeds,2012,1
15,seaweeds,2013,1
15,seaweeds,2014,0.9637928440173235
15,seaweeds,2015,0.9243092983237994
15,seaweeds,2016,0.8744568480659146
15,seaweeds,2017,0.8538777084951078
15,seaweeds,2018,0.8436245833665394
15,seaweeds,2019,0.834072798254894
15,seaweeds,2020,0.8432986865958317
15,seaweeds,2021,0.8329967532439511
15,seaweeds,2022,0.8425858350521337
15,seaweeds,2023,0.8607521132684866
17,seaweeds,2010,0.05
17,seaweeds,2011,0.0875
17,seaweeds,2012,0.29166666666666663
17,seaweeds,2013,0.46875
17,seaweeds,2014,0.70625
17,seaweeds,2015,0.925
17,seaweeds,2016,1
17,seaweeds,2017,0.9375
17,seaweeds,2018,0.78125
17,seaweeds,2019,0.59375
17,seaweeds,2020,0.40625
17,seaweeds,2021,0.28125
17,seaweeds,2022,0.2625
17,seaweeds,2023,0.28125
18,seaweeds,2004,0.8108108108108107
18,seaweeds,2005,0.8108108108108107
18,seaweeds,2006,1
18,seaweeds,2007,1
18,seaweeds,2008,1
18,seaweeds,2009,1
18,seaweeds,2010,1
18,seaweeds,2011,0.9504504504504504
18,seaweeds,2012,0.8468468468468469
18,seaweeds,2013,0.7252252252252253
18,seaweeds,2014,0.9459459459459459
18,seaweeds,2015,1
18,seaweeds,2016,0.8288288288288288
18,seaweeds,2017,0.7972972972972973
18,seaweeds,2018,0.39189189189189194
18,seaweeds,2019,0.2027027027027027
18,seaweeds,2020,0.25198198198198196
18,seaweeds,2021,0.2398198198198198
18,seaweeds,2022,0.19927927927927927
18,seaweeds,2023,0.3037837837837838
20,seaweeds,2004,0.2970860601916976
20,seaweeds,2005,0.31601240971403216
20,seaweeds,2006,0.35129048454247086
20,seaweeds,2007,0.37283565621710796
20,seaweeds,2008,0.4265289238820054
20,seaweeds,2009,0.4616648664587594
20,seaweeds,2010,0.48094040800807336
20,seaweeds,2011,0.5084733139600766
20,seaweeds,2012,0.5232944968496177
20,seaweeds,2013,0.5627955522536915
20,seaweeds,2014,0.5897033123983679
20,seaweeds,2015,0.6183864979686562
20,seaweeds,2016,0.6623787436458961
20,seaweeds,2017,0.7458067394434623
20,seaweeds,2018,0.831343203447747
20,seaweeds,2019,0.9178133488515535
20,seaweeds,2020,0.9766821254170613
20,seaweeds,2021,0.9945295173322262
20,seaweeds,2022,1
20,seaweeds,2023,0.9921767011192535
21,seaweeds,2004,0.7368076285240465
21,seaweeds,2005,0.7368076285240465
21,seaweeds,2006,0.7368103924820343
21,seaweeds,2007,0.7368117744610282
21,seaweeds,2008,0.736813847429519
21,seaweeds,2009,0.7368159203980099
21,seaweeds,2010,0.7372305140961858
21,seaweeds,2011,0.7376451077943615
21,seaweeds,2012,0.7380597014925373
21,seaweeds,2013,0.7388888888888889
21,seaweeds,2014,0.762396351575456
21,seaweeds,2015,0.7859038142620233
21,seaweeds,2016,0.8305555555555556
21,seaweeds,2017,0.8747927031509121
21,seaweeds,2018,0.9166666666666666
21,seaweeds,2019,0.9585406301824212
21,seaweeds,2020,0.9792703150912107
21,seaweeds,2021,1
21,seaweeds,2022,1
21,seaweeds,2023,1
24,seaweeds,2004,1
24,seaweeds,2005,1
24,seaweeds,2006,1
