iso3,year,geo_area_name,gdp_prop_percent,appx_gdp,appx_gdp_fill,sector,data_source
ABW,2009,Aruba,NA,19.9,19.9,tour,UNWTO Dept. of Statistics
ABW,2010,Aruba,NA,19.9,19.9,tour,UNWTO Dept. of Statistics
ABW,2011,Aruba,NA,19.9,19.9,tour,UNWTO Dept. of Statistics
ABW,2012,Aruba,NA,19.9,19.9,tour,UNWTO Dept. of Statistics
ABW,2013,Aruba,19.9,19.9,19.9,tour,UNWTO Dept. of Statistics
ABW,2014,Aruba,21.1,21.1,21.1,tour,UNWTO Dept. of Statistics
ABW,2015,Aruba,21.6,21.6,21.6,tour,UNWTO Dept. of Statistics
ABW,2016,Aruba,21.2,21.2,21.2,tour,UNWTO Dept. of Statistics
ABW,2017,Aruba,21.2,21.2,21.2,tour,UNWTO Dept. of Statistics
ABW,2018,Aruba,NA,21.2,21.2,tour,UNWTO Dept. of Statistics
ABW,2019,Aruba,NA,21.2,21.2,tour,UNWTO Dept. of Statistics
ALB,2009,Albania,2.6686886679935222,2.6686886679935222,2.6686886679935222,tour,UNWTO Dept. of Statistics
ALB,2010,Albania,2.8123419148160678,2.8123419148160678,2.8123419148160678,tour,UNWTO Dept. of Statistics
ALB,2011,Albania,2.5347731101268636,2.5347731101268636,2.5347731101268636,tour,UNWTO Dept. of Statistics
ALB,2012,Albania,2.356966483490182,2.356966483490182,2.356966483490182,tour,UNWTO Dept. of Statistics
ALB,2013,Albania,2.321368156974672,2.321368156974672,2.321368156974672,tour,UNWTO Dept. of Statistics
ALB,2014,Albania,2.3264079134278948,2.3264079134278948,2.3264079134278948,tour,UNWTO Dept. of Statistics
ALB,2015,Albania,2.4437852595540765,2.4437852595540765,2.4437852595540765,tour,UNWTO Dept. of Statistics
ALB,2016,Albania,2.636965512902788,2.636965512902788,2.636965512902788,tour,UNWTO Dept. of Statistics
ALB,2017,Albania,2.83578789145044,2.83578789145044,2.83578789145044,tour,UNWTO Dept. of Statistics
ALB,2018,Albania,3.217577989850361,3.217577989850361,3.217577989850361,tour,UNWTO Dept. of Statistics
ALB,2019,Albania,3.8442531937711326,3.8442531937711326,3.8442531937711326,tour,UNWTO Dept. of Statistics
ARE,2009,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2010,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2011,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2012,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2013,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2014,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2015,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2016,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2017,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2018,United Arab Emirates,NA,NA,6.1,tour,UNWTO Dept. of Statistics
ARE,2019,United Arab Emirates,6.1,6.1,6.1,tour,UNWTO Dept. of Statistics
ARG,2009,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2010,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2011,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2012,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2013,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2014,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2015,Argentina,NA,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2016,Argentina,1.9176736301231492,1.9176736301231492,1.9176736301231492,tour,UNWTO Dept. of Statistics
ARG,2017,Argentina,1.9862579224569754,1.9862579224569754,1.9862579224569754,tour,UNWTO Dept. of Statistics
ARG,2018,Argentina,1.8397866964931742,1.8397866964931742,1.8397866964931742,tour,UNWTO Dept. of Statistics
ARG,2019,Argentina,1.7732732348490876,1.7732732348490876,1.7732732348490876,tour,UNWTO Dept. of Statistics
ATG,2009,Antigua and Barbuda,NA,10.536905520347355,10.536905520347355,tour,UNWTO Dept. of Statistics
ATG,2010,Antigua and Barbuda,NA,10.536905520347355,10.536905520347355,tour,UNWTO Dept. of Statistics
ATG,2011,Antigua and Barbuda,10.536905520347355,10.536905520347355,10.536905520347355,tour,UNWTO Dept. of Statistics
ATG,2012,Antigua and Barbuda,10.220416981892118,10.220416981892118,10.220416981892118,tour,UNWTO Dept. of Statistics
ATG,2013,Antigua and Barbuda,10.678166525320878,10.678166525320878,10.678166525320878,tour,UNWTO Dept. of Statistics
ATG,2014,Antigua and Barbuda,10.939709960883594,10.939709960883594,10.939709960883594,tour,UNWTO Dept. of Statistics
ATG,2015,Antigua and Barbuda,11.281822142245414,11.281822142245414,11.281822142245414,tour,UNWTO Dept. of Statistics
ATG,2016,Antigua and Barbuda,11.381596083732,11.381596083732,11.381596083732,tour,UNWTO Dept. of Statistics
ATG,2017,Antigua and Barbuda,10.837451662488897,10.837451662488897,10.837451662488897,tour,UNWTO Dept. of Statistics
ATG,2018,Antigua and Barbuda,10.695942157359701,10.695942157359701,10.695942157359701,tour,UNWTO Dept. of Statistics
ATG,2019,Antigua and Barbuda,10.636665578736768,10.636665578736768,10.636665578736768,tour,UNWTO Dept. of Statistics
AUS,2009,Australia,2.8,2.8,2.8,tour,UNWTO Dept. of Statistics
AUS,2010,Australia,2.7,2.7,2.7,tour,UNWTO Dept. of Statistics
AUS,2011,Australia,2.7,2.7,2.7,tour,UNWTO Dept. of Statistics
AUS,2012,Australia,2.8,2.8,2.8,tour,UNWTO Dept. of Statistics
AUS,2013,Australia,2.9,2.9,2.9,tour,UNWTO Dept. of Statistics
AUS,2014,Australia,3,3,3,tour,UNWTO Dept. of Statistics
AUS,2015,Australia,3.1,3.1,3.1,tour,UNWTO Dept. of Statistics
AUS,2016,Australia,3.1,3.1,3.1,tour,UNWTO Dept. of Statistics
AUS,2017,Australia,3.1,3.1,3.1,tour,UNWTO Dept. of Statistics
AUS,2018,Australia,3.1,3.1,3.1,tour,UNWTO Dept. of Statistics
AUS,2019,Australia,2.4,2.4,2.4,tour,UNWTO Dept. of Statistics
AUT,2009,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2010,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2011,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2012,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2013,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2014,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2015,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2016,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2017,Austria,NA,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2018,Austria,5.198377069170737,5.198377069170737,5.198377069170737,tour,UNWTO Dept. of Statistics
AUT,2019,Austria,5.3312245042918605,5.3312245042918605,5.3312245042918605,tour,UNWTO Dept. of Statistics
AZE,2009,Azerbaijan,NA,NA,3.7,tour,UNWTO Dept. of Statistics
AZE,2010,Azerbaijan,NA,NA,3.7,tour,UNWTO Dept. of Statistics
