"rgn_id","habitat","variable","gap_fill"
1,"coral","extent",0
2,"coral","extent",0
3,"coral","extent",0
4,"coral","extent",0
5,"coral","extent",0
6,"coral","extent",0
7,"coral","extent",0
8,"coral","extent",0
9,"coral","extent",0
10,"coral","extent",0
11,"coral","extent",0
12,"coral","extent",0
13,"coral","extent",0
14,"coral","extent",0
15,"coral","extent",0
16,"coral","extent",0
17,"coral","extent",0
18,"coral","extent",0
19,"coral","extent",0
20,"coral","extent",0
21,"coral","extent",0
24,"coral","extent",0
25,"coral","extent",0
26,"coral","extent",0
28,"coral","extent",0
29,"coral","extent",0
30,"coral","extent",0
31,"coral","extent",0
32,"coral","extent",0
33,"coral","extent",0
34,"coral","extent",0
35,"coral","extent",0
36,"coral","extent",0
37,"coral","extent",0
38,"coral","extent",0
39,"coral","extent",0
40,"coral","extent",0
41,"coral","extent",0
42,"coral","extent",0
43,"coral","extent",0
44,"coral","extent",0
45,"coral","extent",0
46,"coral","extent",0
47,"coral","extent",0
48,"coral","extent",0
49,"coral","extent",0
50,"coral","extent",0
51,"coral","extent",0
52,"coral","extent",0
53,"coral","extent",0
54,"coral","extent",0
55,"coral","extent",0
56,"coral","extent",0
57,"coral","extent",0
58,"coral","extent",0
59,"coral","extent",0
60,"coral","extent",0
61,"coral","extent",0
62,"coral","extent",0
63,"coral","extent",0
64,"coral","extent",0
65,"coral","extent",0
66,"coral","extent",0
67,"coral","extent",0
68,"coral","extent",0
69,"coral","extent",0
70,"coral","extent",0
71,"coral","extent",0
72,"coral","extent",0
73,"coral","extent",0
74,"coral","extent",0
75,"coral","extent",0
76,"coral","extent",0
77,"coral","extent",0
78,"coral","extent",0
79,"coral","extent",0
80,"coral","extent",0
81,"coral","extent",0
82,"coral","extent",0
84,"coral","extent",0
85,"coral","extent",0
86,"coral","extent",0
88,"coral","extent",0
89,"coral","extent",0
90,"coral","extent",0
91,"coral","extent",0
92,"coral","extent",0
93,"coral","extent",0
94,"coral","extent",0
95,"coral","extent",0
96,"coral","extent",0
97,"coral","extent",0
98,"coral","extent",0
99,"coral","extent",0
100,"coral","extent",0
101,"coral","extent",0
102,"coral","extent",0
103,"coral","extent",0
104,"coral","extent",0
105,"coral","extent",0
106,"coral","extent",0
107,"coral","extent",0
108,"coral","extent",0
110,"coral","extent",0
111,"coral","extent",0
112,"coral","extent",0
113,"coral","extent",0
114,"coral","extent",0
115,"coral","extent",0
116,"coral","extent",0
117,"coral","extent",0
118,"coral","extent",0
119,"coral","extent",0
120,"coral","extent",0
121,"coral","extent",0
122,"coral","extent",0
123,"coral","extent",0
124,"coral","extent",0
125,"coral","extent",0
126,"coral","extent",0
127,"coral","extent",0
129,"coral","extent",0
130,"coral","extent",0
131,"coral","extent",0
132,"coral","extent",0
133,"coral","extent",0
134,"coral","extent",0
135,"coral","extent",0
136,"coral","extent",0
137,"coral","extent",0
138,"coral","extent",0
139,"coral","extent",0
140,"coral","extent",0
141,"coral","extent",0
143,"coral","extent",0
144,"coral","extent",0
145,"coral","extent",0
146,"coral","extent",0
147,"coral","extent",0
148,"coral","extent",0
149,"coral","extent",0
150,"coral","extent",0
151,"coral","extent",0
152,"coral","extent",0
153,"coral","extent",0
154,"coral","extent",0
155,"coral","extent",0
156,"coral","extent",0
157,"coral","extent",0
158,"coral","extent",0
159,"coral","extent",0
161,"coral","extent",0
162,"coral","extent",0
163,"coral","extent",0
164,"coral","extent",0
166,"coral","extent",0
167,"coral","extent",0
168,"coral","extent",0
169,"coral","extent",0
171,"coral","extent",0
172,"coral","extent",0
173,"coral","extent",0
174,"coral","extent",0
175,"coral","extent",0
176,"coral","extent",0
177,"coral","extent",0
178,"coral","extent",0
179,"coral","extent",0
180,"coral","extent",0
181,"coral","extent",0
182,"coral","extent",0
183,"coral","extent",0
184,"coral","extent",0
185,"coral","extent",0
186,"coral","extent",0
187,"coral","extent",0
188,"coral","extent",0
189,"coral","extent",0
190,"coral","extent",0
191,"coral","extent",0
192,"coral","extent",0
193,"coral","extent",0
194,"coral","extent",0
195,"coral","extent",0
196,"coral","extent",0
197,"coral","extent",0
198,"coral","extent",0
199,"coral","extent",0
200,"coral","extent",0
202,"coral","extent",0
203,"coral","extent",0
204,"coral","extent",0
205,"coral","extent",0
206,"coral","extent",0
207,"coral","extent",0
208,"coral","extent",0
209,"coral","extent",0
210,"coral","extent",0
212,"coral","extent",0
214,"coral","extent",0
215,"coral","extent",0
216,"coral","extent",0
218,"coral","extent",0
219,"coral","extent",0
220,"coral","extent",0
221,"coral","extent",0
222,"coral","extent",0
223,"coral","extent",0
224,"coral","extent",0
227,"coral","extent",0
228,"coral","extent",0
231,"coral","extent",0
232,"coral","extent",0
237,"coral","extent",0
244,"coral","extent",0
245,"coral","extent",0
247,"coral","extent",0
248,"coral","extent",0
249,"coral","extent",0
250,"coral","extent",0
213,"coral","extent",NA
