rgn_id,product,year,tonnes,usd
5,ornamentals,1984,3,23
5,ornamentals,1985,1.5,11.5
5,ornamentals,1986,2,22.666666666666668
5,ornamentals,1987,2.75,32.5
5,ornamentals,1988,2,26.75
5,ornamentals,1989,2,26.75
5,ornamentals,1990,1.25,15.5
5,ornamentals,1991,0,0
5,ornamentals,1992,0,0
5,ornamentals,1993,0,0
5,ornamentals,1994,0,0
5,ornamentals,1995,0,0
5,ornamentals,1996,0,0
5,ornamentals,1997,1,32.75
5,ornamentals,1998,2.25,60.5
5,ornamentals,1999,2.5,65.5
5,ornamentals,2000,4.25,89.5
5,ornamentals,2001,5,84.75
5,ornamentals,2002,4.75,78.75
5,ornamentals,2003,5.75,100
5,ornamentals,2004,5.25,106
5,ornamentals,2005,4.5,104.5
5,ornamentals,2006,4.25,108
5,ornamentals,2007,4,110
5,ornamentals,2008,3.75,115.25
5,ornamentals,2009,3.5,121.75
5,ornamentals,2010,4.25,142
5,ornamentals,2011,4.75,144.75
5,ornamentals,2012,8,184.25
5,ornamentals,2013,11,238.25
5,ornamentals,2014,13.25,284.5
5,ornamentals,2015,15.47339855983902,348
5,ornamentals,2016,14.537564630347674,346.75
5,ornamentals,2017,11.787564630347674,308.25
5,ornamentals,2018,8.787564630347674,270.75
5,ornamentals,2019,5.791666070508655,218.765
5,ornamentals,2020,2.725,173.95
5,ornamentals,2021,1.9075,171.785
5,ornamentals,2022,1.3725,157.32
6,ornamentals,2003,98.64105254707891,366
6,ornamentals,2004,116.80314498720558,420.5
6,ornamentals,2005,128.4790214619892,501
6,ornamentals,2006,96.3592660964919,375.75
6,ornamentals,2007,71.69900295972215,284.25
6,ornamentals,2008,37.957693602889094,165.5
6,ornamentals,2009,0,0
6,ornamentals,2010,0,0
6,ornamentals,2011,0,0
6,ornamentals,2012,3.661688831387096,34.25
6,ornamentals,2013,9.01874135145215,86.25
6,ornamentals,2014,21.75362591697626,206.25
6,ornamentals,2015,26.175944826399586,255.75
6,ornamentals,2016,23.96722576292018,247.75
6,ornamentals,2017,22.182571502185624,243
6,ornamentals,2018,9.947686936661512,125.5
6,ornamentals,2019,5.525368027238187,76
6,ornamentals,2020,4.072398259330498,49.75
6,ornamentals,2021,0.5025,2.585
6,ornamentals,2022,0.0025,0.0975
7,ornamentals,1996,14.866866074573068,50
7,ornamentals,1997,11.072567610279549,36
7,ornamentals,1998,11.021474438205976,36
7,ornamentals,1999,11.839339637540604,39.25
7,ornamentals,2000,8.59553456599457,27.5
7,ornamentals,2001,19.99033590509439,70.5
7,ornamentals,2002,27.510513881579683,72.25
7,ornamentals,2003,37.43728007269356,73.75
7,ornamentals,2004,56.96436862559633,89.5
7,ornamentals,2005,69.25,59.25
7,ornamentals,2006,94.75,72.5
7,ornamentals,2007,106.25,85.25
7,ornamentals,2008,103.5,85.75
7,ornamentals,2009,90,76
7,ornamentals,2010,64.75,61
7,ornamentals,2011,39.75,34.5
7,ornamentals,2012,22.5,17.5
7,ornamentals,2013,10.5,9
7,ornamentals,2014,0,0
7,ornamentals,2015,0,0
7,ornamentals,2016,0,0
7,ornamentals,2017,0,0
7,ornamentals,2018,0,0
7,ornamentals,2019,0,0
7,ornamentals,2020,0,0
7,ornamentals,2021,0,0
7,ornamentals,2022,0,0
7,seaweeds,2004,168,148
7,seaweeds,2005,265,215
7,seaweeds,2006,225.66666666666666,178.66666666666666
7,seaweeds,2007,195.5,157.5
7,seaweeds,2008,166,135.5
7,seaweeds,2009,113,107.5
7,seaweeds,2010,162.25,221
7,seaweeds,2011,311.5,226.5
7,seaweeds,2012,472.5,458.75
7,seaweeds,2013,624.5,855.25
7,seaweeds,2014,749,1045.5
7,seaweeds,2015,689.75,1267
7,seaweeds,2016,615.5,1147.75
7,seaweeds,2017,448,803.5
7,seaweeds,2018,283.5,547.75
7,seaweeds,2019,214,374.75
7,seaweeds,2020,148.965,287.2
7,seaweeds,2021,169.34,224.8325
7,seaweeds,2022,173.5025,190.9875
8,ornamentals,1995,0,19
8,ornamentals,1996,0,10
8,ornamentals,1997,0,6.666666666666667
8,ornamentals,1998,0,5.75
8,ornamentals,1999,0,1
8,ornamentals,2000,0,0.75
8,ornamentals,2001,0,0.75
8,ornamentals,2002,0.6462432698893394,14.25
8,ornamentals,2003,3.3572792111761487,40.5
8,ornamentals,2004,5.215002705149914,63
8,ornamentals,2005,5.617265076521164,78.5
8,ornamentals,2006,5.353716050321623,80.5
8,ornamentals,2007,2.913167967306265,70.75
8,ornamentals,2008,1.0554444733325,48.25
8,ornamentals,2009,0.6531821019612494,32.75
8,ornamentals,2010,0.2704878582714514,16.5
8,ornamentals,2011,0,1.25
8,ornamentals,2012,0,1.25
8,ornamentals,2013,0.5512697912966142,3.25
8,ornamentals,2014,0.5512697912966142,3.25
8,ornamentals,2015,1.0970796638641234,3.75
8,ornamentals,2016,1.5970796638641234,6.25
